CHANNEL,PHASE,EPC,RSSI
922.75,3.83495197,E200 0017 9408 0236 1560 799A,-54
922.75,4.970097753,3039 6062 C3AD 3FC0 001F 4997,-60
922.75,3.902447124,E200 0017 9408 0236 1560 799A,-54
922.75,4.957825906,3039 6062 C3AD 3FC0 001F 4997,-59.5
922.75,0.128854386,E200 0017 9408 0139 1660 6D3D,-37
924.75,4.184699589,3039 6062 C3AD 3FC0 001F 4997,-59.5
924.75,3.350214041,E200 0017 9408 0236 1560 799A,-53
924.75,3.325670348,E200 0017 9408 0236 1560 799A,-53
924.75,4.117204435,3039 6062 C3AD 3FC0 001F 4997,-60
924.75,4.26446659,3039 6062 C3AD 3FC0 001F 4997,-60
924.75,3.307262579,E200 0017 9408 0236 1560 799A,-53
924.75,4.331961745,3039 6062 C3AD 3FC0 001F 4997,-60
924.75,3.331806271,E200 0017 9408 0236 1560 799A,-53
924.75,4.26446659,3039 6062 C3AD 3FC0 001F 4997,-60
924.75,3.331806271,E200 0017 9408 0236 1560 799A,-53
924.75,5.85980661,E200 0017 9408 0139 1660 6D3D,-36.5
924.75,4.246058821,3039 6062 C3AD 3FC0 001F 4997,-60
924.75,3.374757733,E200 0017 9408 0236 1560 799A,-52.5
916.25,5.114291947,E200 0017 9408 0139 1660 6D3D,-38.5
916.25,2.030990563,E200 0017 9408 0139 1660 6D3D,-38
916.25,1.055378782,3039 6062 C3AD 3FC0 001F 4997,-58.5
916.25,4.884194829,E200 0017 9408 0236 1560 799A,-57
916.25,1.061514705,3039 6062 C3AD 3FC0 001F 4997,-59
916.25,4.871922982,E200 0017 9408 0236 1560 799A,-57
916.25,1.104466167,3039 6062 C3AD 3FC0 001F 4997,-59
916.25,4.859651136,E200 0017 9408 0236 1560 799A,-57
916.25,0.674951547,E280 1160 6000 0209 5014 4A91,-76
916.25,1.043106936,3039 6062 C3AD 3FC0 001F 4997,-58.5
916.25,4.82897152,E200 0017 9408 0236 1560 799A,-57
916.25,0.987883627,E280 1160 6000 0209 5014 4A91,-76
918.25,4.638757903,E200 0017 9408 0236 1560 799A,-57.5
918.25,0.220893233,3039 6062 C3AD 3FC0 001F 4997,-58.5
918.25,0.300660234,3039 6062 C3AD 3FC0 001F 4997,-59
918.25,4.700117134,E200 0017 9408 0236 1560 799A,-57
918.25,4.638757903,E200 0017 9408 0236 1560 799A,-57
918.25,0.276116542,3039 6062 C3AD 3FC0 001F 4997,-59
918.25,5.95798138,E280 1160 6000 0209 5014 4A91,-76
918.25,4.644893826,E200 0017 9408 0236 1560 799A,-57.5
918.25,0.294524311,3039 6062 C3AD 3FC0 001F 4997,-59.5
913.25,5.473243451,E200 0017 9408 0236 1560 799A,-56
913.25,2.135301257,3039 6062 C3AD 3FC0 001F 4997,-59.5
913.25,2.969786805,E200 0017 9408 0139 1660 6D3D,-39
913.25,6.111379459,E200 0017 9408 0139 1660 6D3D,-39
913.25,2.190524565,3039 6062 C3AD 3FC0 001F 4997,-60.5
913.25,5.460971605,E200 0017 9408 0236 1560 799A,-56
913.25,5.473243451,E200 0017 9408 0236 1560 799A,-56
913.25,2.135301257,3039 6062 C3AD 3FC0 001F 4997,-62
913.25,2.393010029,3039 6062 C3AD 3FC0 001F 4997,-62.5
913.25,5.51005899,E200 0017 9408 0236 1560 799A,-56
913.25,5.460971605,E200 0017 9408 0236 1560 799A,-56
909.25,0.288388388,E200 0017 9408 0236 1560 799A,-53.5
909.25,0.386563159,E200 0017 9408 0236 1560 799A,-53.5
909.25,4.141748127,3039 6062 C3AD 3FC0 001F 4997,-64
909.25,0.306796158,E200 0017 9408 0236 1560 799A,-53.5
909.25,0.306796158,E200 0017 9408 0236 1560 799A,-53.5
909.25,0.282252465,E200 0017 9408 0236 1560 799A,-53.5
909.25,1.644427405,E280 1160 6000 0209 5014 4A91,-74.5
909.25,3.822680123,3039 6062 C3AD 3FC0 001F 4997,-64
923.75,6.280117346,E200 0017 9408 0139 1660 6D3D,-37.5
923.75,3.60178689,E200 0017 9408 0236 1560 799A,-54.5
923.75,3.583379121,E200 0017 9408 0236 1560 799A,-54.5
923.75,3.632466506,E200 0017 9408 0236 1560 799A,-55
923.75,3.607922813,E200 0017 9408 0236 1560 799A,-55
905.25,1.748738098,E200 0017 9408 0236 1560 799A,-52
905.25,4.092660742,E280 1160 6000 0209 5014 4A91,-74
905.25,4.908738521,E200 0017 9408 0236 1560 799A,-52
905.25,0.809941856,E280 1160 6000 0209 5014 4A91,-74.5
905.25,2.055534256,E200 0017 9408 0139 1660 6D3D,-40.5
905.25,1.779417714,E200 0017 9408 0236 1560 799A,-52
905.25,4.454680208,E280 1160 6000 0209 5013 6C30,-67
905.25,1.779417714,E200 0017 9408 0236 1560 799A,-52.5
905.25,4.448544285,E280 1160 6000 0209 5013 6C30,-67
926.75,2.712078033,E200 0017 9408 0236 1560 799A,-52.5
926.75,4.767612289,3039 6062 C3AD 3FC0 001F 4997,-66
926.75,2.742757649,E200 0017 9408 0236 1560 799A,-52.5
926.75,4.816699674,3039 6062 C3AD 3FC0 001F 4997,-66
926.75,2.724349879,E200 0017 9408 0236 1560 799A,-52.5
926.75,4.779884135,3039 6062 C3AD 3FC0 001F 4997,-66
926.75,2.70594211,E200 0017 9408 0236 1560 799A,-52.5
926.75,4.786020058,3039 6062 C3AD 3FC0 001F 4997,-66.5
922.25,3.93312674,E200 0017 9408 0236 1560 799A,-55.5
922.25,6.117515382,3039 6062 C3AD 3FC0 001F 4997,-66
922.25,3.95153451,E200 0017 9408 0236 1560 799A,-55.5
922.25,6.129787228,3039 6062 C3AD 3FC0 001F 4997,-66
922.25,3.926990817,E200 0017 9408 0236 1560 799A,-55
922.25,0.625864161,E200 0017 9408 0139 1660 6D3D,-37
922.25,6.123651305,3039 6062 C3AD 3FC0 001F 4997,-66
922.25,3.93312674,E200 0017 9408 0236 1560 799A,-55
922.25,6.154330921,3039 6062 C3AD 3FC0 001F 4997,-66
925.25,6.160466844,E200 0017 9408 0236 1560 799A,-53
925.25,5.933437688,E200 0017 9408 0139 1660 6D3D,-36.5
925.25,1.991107063,3039 6062 C3AD 3FC0 001F 4997,-66
925.25,2.994330498,E200 0017 9408 0236 1560 799A,-52.5
925.25,5.129631755,3039 6062 C3AD 3FC0 001F 4997,-66
925.25,2.969786805,E200 0017 9408 0236 1560 799A,-52.5
925.25,3.018874191,E200 0017 9408 0236 1560 799A,-52.5
925.25,2.908427574,E200 0017 9408 0236 1560 799A,-52.5
925.25,5.037592907,3039 6062 C3AD 3FC0 001F 4997,-64
920.25,1.067650628,E200 0017 9408 0139 1660 6D3D,-37
920.25,1.104466167,E200 0017 9408 0236 1560 799A,-55.5
920.25,0.527689391,3039 6062 C3AD 3FC0 001F 4997,-64.5
920.25,1.000155474,E200 0017 9408 0139 1660 6D3D,-37.5
920.25,0.558369007,3039 6062 C3AD 3FC0 001F 4997,-65
920.25,1.141281706,E200 0017 9408 0236 1560 799A,-56
920.25,0.987883627,E200 0017 9408 0139 1660 6D3D,-37
920.25,0.558369007,3039 6062 C3AD 3FC0 001F 4997,-64.5
908.75,0.490873852,E200 0017 9408 0236 1560 799A,-53
908.75,0.472466083,E200 0017 9408 0236 1560 799A,-53
908.75,2.153709026,E280 1160 6000 0209 5013 6C30,-67.5
908.75,0.44792239,E200 0017 9408 0236 1560 799A,-53
908.75,0.44792239,E200 0017 9408 0236 1560 799A,-53
908.75,1.773281791,E280 1160 6000 0209 5014 4A91,-74.5
908.75,0.454058313,E200 0017 9408 0236 1560 799A,-53
908.75,1.699650713,E280 1160 6000 0209 5014 4A91,-74
927.25,4.338097668,3039 6062 C3AD 3FC0 001F 4997,-64
927.25,2.37460226,E200 0017 9408 0236 1560 799A,-51
927.25,4.552854978,3039 6062 C3AD 3FC0 001F 4997,-64
927.25,2.399145952,E200 0017 9408 0236 1560 799A,-51.5
927.25,4.479223901,3039 6062 C3AD 3FC0 001F 4997,-63.5
927.25,2.386874106,E200 0017 9408 0236 1560 799A,-51
927.25,2.411417799,E200 0017 9408 0236 1560 799A,-51.5
927.25,4.509903516,3039 6062 C3AD 3FC0 001F 4997,-63.5
911.25,6.031612458,E200 0017 9408 0236 1560 799A,-54.5
911.25,3.804272354,3039 6062 C3AD 3FC0 001F 4997,-63.5
911.25,5.988660996,E200 0017 9408 0236 1560 799A,-54
911.25,3.804272354,3039 6062 C3AD 3FC0 001F 4997,-63.5
911.25,3.693825737,3039 6062 C3AD 3FC0 001F 4997,-63
911.25,6.007068765,E200 0017 9408 0236 1560 799A,-54
911.25,0.282252465,E280 1160 6000 0209 5014 4A91,-74.5
911.25,5.982525073,E200 0017 9408 0236 1560 799A,-53.5
911.25,3.663146121,3039 6062 C3AD 3FC0 001F 4997,-62
911.25,0.220893233,E280 1160 6000 0209 5014 4A91,-75
903.75,2.178252719,E200 0017 9408 0236 1560 799A,-52
903.75,2.215068258,E200 0017 9408 0236 1560 799A,-51.5
903.75,2.184388642,E200 0017 9408 0236 1560 799A,-51.5
903.75,4.927146291,E280 1160 6000 0209 5014 4A91,-74.5
903.75,2.153709026,E200 0017 9408 0236 1560 799A,-51.5
903.75,2.147573103,E200 0017 9408 0236 1560 799A,-51.5
903.75,5.694136685,3039 6062 C3AD 3FC0 001F 4997,-63.5
910.75,6.07456392,E200 0017 9408 0236 1560 799A,-54
910.75,0.067495155,3039 6062 C3AD 3FC0 001F 4997,-63.5
910.75,0.417242774,E280 1160 6000 0209 5014 4A91,-75
910.75,6.080699843,E200 0017 9408 0236 1560 799A,-53.5
910.75,6.246369768,3039 6062 C3AD 3FC0 001F 4997,-63.5
910.75,0.490873852,E280 1160 6000 0209 5014 4A91,-74.5
910.75,6.07456392,E200 0017 9408 0236 1560 799A,-53.5
910.75,0.705631162,E280 1160 6000 0209 5014 4A91,-74.5
912.75,5.553010452,E200 0017 9408 0236 1560 799A,-54.5
912.75,5.620505607,E280 1160 6000 0209 5014 4A91,-75
912.75,2.202796411,3039 6062 C3AD 3FC0 001F 4997,-62.5
912.75,5.559146375,E280 1160 6000 0209 5014 4A91,-75
912.75,2.165980872,3039 6062 C3AD 3FC0 001F 4997,-62
912.75,5.52846676,E200 0017 9408 0236 1560 799A,-54.5
912.75,5.700272608,E280 1160 6000 0209 5014 4A91,-75.5
912.75,5.534602683,E200 0017 9408 0236 1560 799A,-54.5
912.75,2.159844949,3039 6062 C3AD 3FC0 001F 4997,-62.5
912.75,5.810719225,E280 1160 6000 0209 5014 4A91,-75.5
